"sub","PID","variable","value","type","source","vol","stoch","cond"
2,502,13,61.0804840817718,0,"data","L","L","LVLS"
2,502,14,61.0804840817718,1,"data","L","L","LVLS"
2,502,15,61.0804840817718,0,"data","L","L","LVLS"
2,502,16,67.0152444335396,1,"data","L","L","LVLS"
2,502,17,61.0804840817718,0,"data","L","L","LVLS"
2,502,18,67.0152444335396,1,"data","L","L","LVLS"
2,502,19,61.0804840817718,0,"data","L","L","LVLS"
2,502,20,61.0804840817718,1,"data","L","L","LVLS"
2,502,21,61.0804840817718,0,"data","L","L","LVLS"
2,502,22,67.0152444335396,1,"data","L","L","LVLS"
2,502,23,67.0152444335396,0,"data","L","L","LVLS"
2,502,24,67.0152444335396,1,"data","L","L","LVLS"
2,502,25,61.0804840817718,0,"data","L","L","LVLS"
2,502,26,49.2109633782362,1,"data","L","L","LVLS"
2,502,27,43.2762030264684,0,"data","L","L","LVLS"
2,502,28,49.2109633782362,1,"data","L","L","LVLS"
2,502,29,49.2109633782362,0,"data","L","L","LVLS"
2,502,30,49.2109633782362,1,"data","L","L","LVLS"
2,502,31,49.2109633782362,0,"data","L","L","LVLS"
2,502,32,43.2762030264684,1,"data","L","L","LVLS"
2,502,33,43.2762030264684,0,"data","L","L","LVLS"
2,502,34,49.2109633782362,1,"data","L","L","LVLS"
2,502,35,49.2109633782362,0,"data","L","L","LVLS"
2,502,36,43.2762030264684,1,"data","L","L","LVLS"
2,502,37,49.2109633782362,0,"data","L","L","LVLS"
2,502,38,49.2109633782362,1,"data","L","L","LVLS"
2,502,39,43.2762030264684,0,"data","L","L","LVLS"
2,502,40,49.2109633782362,1,"data","L","L","LVLS"
2,502,41,43.2762030264684,0,"data","L","L","LVLS"
2,502,42,49.2109633782362,1,"data","L","L","LVLS"
2,502,43,43.2762030264684,0,"data","L","L","LVLS"
2,502,44,49.2109633782362,1,"data","L","L","LVLS"
2,502,45,43.2762030264684,0,"data","L","L","LVLS"
2,502,46,43.2762030264684,1,"data","L","L","LVLS"
2,502,47,49.2109633782362,0,"data","L","L","LVLS"
2,502,48,49.2109633782362,1,"data","L","L","LVLS"
2,502,49,43.2762030264684,0,"data","L","L","LVLS"
2,502,50,49.2109633782362,1,"data","L","L","LVLS"
2,502,51,84.8195254888431,0,"data","L","L","LVLS"
2,502,52,90.7542858406109,1,"data","L","L","LVLS"
2,502,53,90.7542858406109,0,"data","L","L","LVLS"
2,502,54,84.8195254888431,1,"data","L","L","LVLS"
2,502,55,84.8195254888431,0,"data","L","L","LVLS"
2,502,56,84.8195254888431,1,"data","L","L","LVLS"
2,502,57,90.7542858406109,0,"data","L","L","LVLS"
2,502,58,90.7542858406109,1,"data","L","L","LVLS"
2,502,59,90.7542858406109,0,"data","L","L","LVLS"
2,502,60,90.7542858406109,1,"data","L","L","LVLS"
2,502,61,90.7542858406109,0,"data","L","L","LVLS"
2,502,62,90.7542858406109,1,"data","L","L","LVLS"
2,502,63,90.7542858406109,0,"data","L","L","LVLS"
2,502,64,84.8195254888431,1,"data","L","L","LVLS"
2,502,65,84.8195254888431,0,"data","L","L","LVLS"
2,502,66,84.8195254888431,1,"data","L","L","LVLS"
2,502,67,84.8195254888431,0,"data","L","L","LVLS"
2,502,68,90.7542858406109,1,"data","L","L","LVLS"
2,502,69,84.8195254888431,0,"data","L","L","LVLS"
2,502,70,90.7542858406109,1,"data","L","L","LVLS"
2,502,71,90.7542858406109,0,"data","L","L","LVLS"
2,502,72,84.8195254888431,1,"data","L","L","LVLS"
2,502,73,90.7542858406109,0,"data","L","L","LVLS"
2,502,74,84.8195254888431,1,"data","L","L","LVLS"
2,502,75,84.8195254888431,0,"data","L","L","LVLS"
2,502,76,49.2109633782362,1,"data","L","L","LVLS"
2,502,77,55.145723730004,0,"data","L","L","LVLS"
2,502,78,49.2109633782362,1,"data","L","L","LVLS"
2,502,79,55.145723730004,0,"data","L","L","LVLS"
2,502,80,55.145723730004,1,"data","L","L","LVLS"
3,503,1,59.4928085131717,0,"data","L","L","LVLS"
3,503,2,56.7242594460335,1,"data","L","L","LVLS"
3,503,3,59.4928085131717,0,"data","L","L","LVLS"
3,503,4,59.4928085131717,1,"data","L","L","LVLS"
3,503,5,56.7242594460335,0,"data","L","L","LVLS"
3,503,6,56.7242594460335,1,"data","L","L","LVLS"
3,503,7,56.7242594460335,0,"data","L","L","LVLS"
3,503,8,56.7242594460335,1,"data","L","L","LVLS"
3,503,9,59.4928085131717,0,"data","L","L","LVLS"
3,503,10,59.4928085131717,1,"data","L","L","LVLS"
3,503,11,59.4928085131717,0,"data","L","L","LVLS"
3,503,12,56.7242594460335,1,"data","L","L","LVLS"
3,503,13,59.4928085131717,0,"data","L","L","LVLS"
3,503,14,59.4928085131717,1,"data","L","L","LVLS"
3,503,15,59.4928085131717,0,"data","L","L","LVLS"
3,503,16,59.4928085131717,1,"data","L","L","LVLS"
3,503,17,59.4928085131717,0,"data","L","L","LVLS"
3,503,18,59.4928085131717,1,"data","L","L","LVLS"
3,503,19,56.7242594460335,0,"data","L","L","LVLS"
3,503,20,59.4928085131717,1,"data","L","L","LVLS"
3,503,21,59.4928085131717,0,"data","L","L","LVLS"
3,503,22,59.4928085131717,1,"data","L","L","LVLS"
3,503,23,59.4928085131717,0,"data","L","L","LVLS"
3,503,24,59.4928085131717,1,"data","L","L","LVLS"
3,503,25,56.7242594460335,0,"data","L","L","LVLS"
3,503,26,45.6500631774805,1,"data","L","L","LVLS"
3,503,27,45.6500631774805,0,"data","L","L","LVLS"
3,503,28,48.4186122446188,1,"data","L","L","LVLS"
3,503,29,48.4186122446188,0,"data","L","L","LVLS"
3,503,30,48.4186122446188,1,"data","L","L","LVLS"
3,503,31,45.6500631774805,0,"data","L","L","LVLS"
3,503,32,45.6500631774805,1,"data","L","L","LVLS"
3,503,33,48.4186122446188,0,"data","L","L","LVLS"
3,503,34,48.4186122446188,1,"data","L","L","LVLS"
3,503,35,48.4186122446188,0,"data","L","L","LVLS"
3,503,36,48.4186122446188,1,"data","L","L","LVLS"
3,503,37,45.6500631774805,0,"data","L","L","LVLS"
3,503,38,48.4186122446188,1,"data","L","L","LVLS"
3,503,39,48.4186122446188,0,"data","L","L","LVLS"
3,503,40,48.4186122446188,1,"data","L","L","LVLS"
3,503,41,45.6500631774805,0,"data","L","L","LVLS"
3,503,42,48.4186122446188,1,"data","L","L","LVLS"
3,503,43,48.4186122446188,0,"data","L","L","LVLS"
3,503,44,48.4186122446188,1,"data","L","L","LVLS"
3,503,45,48.4186122446188,0,"data","L","L","LVLS"
3,503,46,48.4186122446188,1,"data","L","L","LVLS"
3,503,47,48.4186122446188,0,"data","L","L","LVLS"
3,503,48,48.4186122446188,1,"data","L","L","LVLS"
3,503,49,45.6500631774805,0,"data","L","L","LVLS"
3,503,50,45.6500631774805,1,"data","L","L","LVLS"
3,503,51,65.0299066474482,0,"data","L","L","LVLS"
3,503,52,67.7984557145864,1,"data","L","L","LVLS"
3,503,53,67.7984557145864,0,"data","L","L","LVLS"
3,503,54,65.0299066474482,1,"data","L","L","LVLS"
3,503,55,65.0299066474482,0,"data","L","L","LVLS"
3,503,56,67.7984557145864,1,"data","L","L","LVLS"
3,503,57,65.0299066474482,0,"data","L","L","LVLS"
3,503,58,65.0299066474482,1,"data","L","L","LVLS"
3,503,59,67.7984557145864,0,"data","L","L","LVLS"
3,503,60,67.7984557145864,1,"data","L","L","LVLS"
3,503,61,65.0299066474482,0,"data","L","L","LVLS"
3,503,62,65.0299066474482,1,"data","L","L","LVLS"
3,503,63,65.0299066474482,0,"data","L","L","LVLS"
3,503,64,65.0299066474482,1,"data","L","L","LVLS"
3,503,65,65.0299066474482,0,"data","L","L","LVLS"
3,503,66,65.0299066474482,1,"data","L","L","LVLS"
3,503,67,65.0299066474482,0,"data","L","L","LVLS"
3,503,68,67.7984557145864,1,"data","L","L","LVLS"
3,503,69,67.7984557145864,0,"data","L","L","LVLS"
3,503,70,65.0299066474482,1,"data","L","L","LVLS"
3,503,71,65.0299066474482,0,"data","L","L","LVLS"
3,503,72,65.0299066474482,1,"data","L","L","LVLS"
3,503,73,67.7984557145864,0,"data","L","L","LVLS"
3,503,74,65.0299066474482,1,"data","L","L","LVLS"
3,503,75,67.7984557145864,0,"data","L","L","LVLS"
3,503,76,51.187161311757,1,"data","L","L","LVLS"
3,503,77,53.9557103788952,0,"data","L","L","LVLS"
3,503,78,51.187161311757,1,"data","L","L","LVLS"
3,503,79,51.187161311757,0,"data","L","L","LVLS"
3,503,80,53.9557103788952,1,"data","L","L","LVLS"
4,505,1,60.0468161007849,0,"data","L","L","LVLS"
4,505,2,63.7260422373422,1,"data","L","L","LVLS"
4,505,3,60.0468161007849,0,"data","L","L","LVLS"
4,505,4,63.7260422373422,1,"data","L","L","LVLS"
4,505,5,63.7260422373422,0,"data","L","L","LVLS"
4,505,6,63.7260422373422,1,"data","L","L","LVLS"
4,505,7,60.0468161007849,0,"data","L","L","LVLS"
4,505,8,60.0468161007849,1,"data","L","L","LVLS"
4,505,9,63.7260422373422,0,"data","L","L","LVLS"
4,505,10,63.7260422373422,1,"data","L","L","LVLS"
4,505,11,63.7260422373422,0,"data","L","L","LVLS"
4,505,12,63.7260422373422,1,"data","L","L","LVLS"
4,505,13,60.0468161007849,0,"data","L","L","LVLS"
4,505,14,60.0468161007849,1,"data","L","L","LVLS"
4,505,15,60.0468161007849,0,"data","L","L","LVLS"
4,505,16,63.7260422373422,1,"data","L","L","LVLS"
4,505,17,60.0468161007849,0,"data","L","L","LVLS"
4,505,18,60.0468161007849,1,"data","L","L","LVLS"
4,505,19,63.7260422373422,0,"data","L","L","LVLS"
4,505,20,63.7260422373422,1,"data","L","L","LVLS"
4,505,21,60.0468161007849,0,"data","L","L","LVLS"
4,505,22,63.7260422373422,1,"data","L","L","LVLS"
4,505,23,63.7260422373422,0,"data","L","L","LVLS"
4,505,24,63.7260422373422,1,"data","L","L","LVLS"
4,505,25,60.0468161007849,0,"data","L","L","LVLS"
4,505,26,52.6883638276703,1,"data","L","L","LVLS"
4,505,27,49.009137691113,0,"data","L","L","LVLS"
4,505,28,52.6883638276703,1,"data","L","L","LVLS"
4,505,29,52.6883638276703,0,"data","L","L","LVLS"
4,505,30,52.6883638276703,1,"data","L","L","LVLS"
4,505,31,52.6883638276703,0,"data","L","L","LVLS"
4,505,32,52.6883638276703,1,"data","L","L","LVLS"
4,505,33,49.009137691113,0,"data","L","L","LVLS"
4,505,34,49.009137691113,1,"data","L","L","LVLS"
4,505,35,49.009137691113,0,"data","L","L","LVLS"
4,505,36,49.009137691113,1,"data","L","L","LVLS"
4,505,37,52.6883638276703,0,"data","L","L","LVLS"
4,505,38,49.009137691113,1,"data","L","L","LVLS"
4,505,39,52.6883638276703,0,"data","L","L","LVLS"
4,505,40,49.009137691113,1,"data","L","L","LVLS"
4,505,41,52.6883638276703,0,"data","L","L","LVLS"
4,505,42,49.009137691113,1,"data","L","L","LVLS"
4,505,43,52.6883638276703,0,"data","L","L","LVLS"
4,505,44,52.6883638276703,1,"data","L","L","LVLS"
4,505,45,52.6883638276703,0,"data","L","L","LVLS"
4,505,46,49.009137691113,1,"data","L","L","LVLS"
4,505,47,52.6883638276703,0,"data","L","L","LVLS"
4,505,48,52.6883638276703,1,"data","L","L","LVLS"
4,505,49,49.009137691113,0,"data","L","L","LVLS"
4,505,50,52.6883638276703,1,"data","L","L","LVLS"
4,505,51,41.6506854179984,0,"data","L","L","LVLS"
4,505,52,41.6506854179984,1,"data","L","L","LVLS"
4,505,53,37.9714592814411,0,"data","L","L","LVLS"
4,505,54,41.6506854179984,1,"data","L","L","LVLS"
4,505,55,41.6506854179984,0,"data","L","L","LVLS"
4,505,56,41.6506854179984,1,"data","L","L","LVLS"
4,505,57,37.9714592814411,0,"data","L","L","LVLS"
4,505,58,41.6506854179984,1,"data","L","L","LVLS"
4,505,59,41.6506854179984,0,"data","L","L","LVLS"
4,505,60,37.9714592814411,1,"data","L","L","LVLS"
4,505,61,37.9714592814411,0,"data","L","L","LVLS"
4,505,62,37.9714592814411,1,"data","L","L","LVLS"
4,505,63,37.9714592814411,0,"data","L","L","LVLS"
4,505,64,41.6506854179984,1,"data","L","L","LVLS"
4,505,65,37.9714592814411,0,"data","L","L","LVLS"
4,505,66,41.6506854179984,1,"data","L","L","LVLS"
4,505,67,37.9714592814411,0,"data","L","L","LVLS"
4,505,68,41.6506854179984,1,"data","L","L","LVLS"
4,505,69,41.6506854179984,0,"data","L","L","LVLS"
4,505,70,41.6506854179984,1,"data","L","L","LVLS"
4,505,71,37.9714592814411,0,"data","L","L","LVLS"
4,505,72,37.9714592814411,1,"data","L","L","LVLS"
4,505,73,41.6506854179984,0,"data","L","L","LVLS"
4,505,74,37.9714592814411,1,"data","L","L","LVLS"
4,505,75,41.6506854179984,0,"data","L","L","LVLS"
4,505,76,56.3675899642276,1,"data","L","L","LVLS"
4,505,77,52.6883638276703,0,"data","L","L","LVLS"
4,505,78,52.6883638276703,1,"data","L","L","LVLS"
4,505,79,56.3675899642276,0,"data","L","L","LVLS"
4,505,80,56.3675899642276,1,"data","L","L","LVLS"
5,506,1,27.1661962579096,0,"data","L","L","LVLS"
5,506,2,23.7004050482876,1,"data","L","L","LVLS"
5,506,3,27.1661962579096,0,"data","L","L","LVLS"
5,506,4,27.1661962579096,1,"data","L","L","LVLS"
5,506,5,23.7004050482876,0,"data","L","L","LVLS"
5,506,6,23.7004050482876,1,"data","L","L","LVLS"
5,506,7,23.7004050482876,0,"data","L","L","LVLS"
5,506,8,23.7004050482876,1,"data","L","L","LVLS"
5,506,9,27.1661962579096,0,"data","L","L","LVLS"
5,506,10,23.7004050482876,1,"data","L","L","LVLS"
5,506,11,23.7004050482876,0,"data","L","L","LVLS"
5,506,12,23.7004050482876,1,"data","L","L","LVLS"
5,506,13,23.7004050482876,0,"data","L","L","LVLS"
5,506,14,23.7004050482876,1,"data","L","L","LVLS"
5,506,15,23.7004050482876,0,"data","L","L","LVLS"
5,506,16,27.1661962579096,1,"data","L","L","LVLS"
5,506,17,23.7004050482876,0,"data","L","L","LVLS"
5,506,18,27.1661962579096,1,"data","L","L","LVLS"
5,506,19,23.7004050482876,0,"data","L","L","LVLS"
5,506,20,23.7004050482876,1,"data","L","L","LVLS"
5,506,21,23.7004050482876,0,"data","L","L","LVLS"
5,506,22,27.1661962579096,1,"data","L","L","LVLS"
5,506,23,27.1661962579096,0,"data","L","L","LVLS"
5,506,24,27.1661962579096,1,"data","L","L","LVLS"
5,506,25,23.7004050482876,0,"data","L","L","LVLS"
5,506,26,16.7688226290435,1,"data","L","L","LVLS"
5,506,27,13.3030314194215,0,"data","L","L","LVLS"
5,506,28,16.7688226290435,1,"data","L","L","LVLS"
5,506,29,16.7688226290435,0,"data","L","L","LVLS"
5,506,30,16.7688226290435,1,"data","L","L","LVLS"
5,506,31,16.7688226290435,0,"data","L","L","LVLS"
5,506,32,13.3030314194215,1,"data","L","L","LVLS"
5,506,33,13.3030314194215,0,"data","L","L","LVLS"
5,506,34,16.7688226290435,1,"data","L","L","LVLS"
5,506,35,16.7688226290435,0,"data","L","L","LVLS"
5,506,36,13.3030314194215,1,"data","L","L","LVLS"
5,506,37,16.7688226290435,0,"data","L","L","LVLS"
5,506,38,16.7688226290435,1,"data","L","L","LVLS"
5,506,39,13.3030314194215,0,"data","L","L","LVLS"
5,506,40,16.7688226290435,1,"data","L","L","LVLS"
5,506,41,13.3030314194215,0,"data","L","L","LVLS"
5,506,42,16.7688226290435,1,"data","L","L","LVLS"
5,506,43,13.3030314194215,0,"data","L","L","LVLS"
5,506,44,16.7688226290435,1,"data","L","L","LVLS"
5,506,45,13.3030314194215,0,"data","L","L","LVLS"
5,506,46,13.3030314194215,1,"data","L","L","LVLS"
5,506,47,16.7688226290435,0,"data","L","L","LVLS"
5,506,48,16.7688226290435,1,"data","L","L","LVLS"
5,506,49,13.3030314194215,0,"data","L","L","LVLS"
5,506,50,16.7688226290435,1,"data","L","L","LVLS"
5,506,51,37.5635698867757,0,"data","L","L","LVLS"
5,506,52,41.0293610963977,1,"data","L","L","LVLS"
5,506,53,41.0293610963977,0,"data","L","L","LVLS"
5,506,54,37.5635698867757,1,"data","L","L","LVLS"
5,506,55,37.5635698867757,0,"data","L","L","LVLS"
5,506,56,37.5635698867757,1,"data","L","L","LVLS"
5,506,57,41.0293610963977,0,"data","L","L","LVLS"
5,506,58,41.0293610963977,1,"data","L","L","LVLS"
5,506,59,41.0293610963977,0,"data","L","L","LVLS"
5,506,60,41.0293610963977,1,"data","L","L","LVLS"
5,506,61,41.0293610963977,0,"data","L","L","LVLS"
5,506,62,41.0293610963977,1,"data","L","L","LVLS"
5,506,63,41.0293610963977,0,"data","L","L","LVLS"
5,506,64,37.5635698867757,1,"data","L","L","LVLS"
5,506,65,37.5635698867757,0,"data","L","L","LVLS"
5,506,66,37.5635698867757,1,"data","L","L","LVLS"
5,506,67,37.5635698867757,0,"data","L","L","LVLS"
5,506,68,41.0293610963977,1,"data","L","L","LVLS"
5,506,69,37.5635698867757,0,"data","L","L","LVLS"
5,506,70,41.0293610963977,1,"data","L","L","LVLS"
5,506,71,41.0293610963977,0,"data","L","L","LVLS"
5,506,72,37.5635698867757,1,"data","L","L","LVLS"
5,506,73,41.0293610963977,0,"data","L","L","LVLS"
5,506,74,37.5635698867757,1,"data","L","L","LVLS"
5,506,75,37.5635698867757,0,"data","L","L","LVLS"
5,506,76,16.7688226290435,1,"data","L","L","LVLS"
5,506,77,20.2346138386656,0,"data","L","L","LVLS"
5,506,78,16.7688226290435,1,"data","L","L","LVLS"
5,506,79,20.2346138386656,0,"data","L","L","LVLS"
5,506,80,20.2346138386656,1,"data","L","L","LVLS"
6,507,1,32.3986897611931,0,"data","L","L","LVLS"
6,507,2,26.9989081343297,1,"data","L","L","LVLS"
6,507,3,32.3986897611931,0,"data","L","L","LVLS"
6,507,4,26.9989081343297,1,"data","L","L","LVLS"
6,507,5,26.9989081343297,0,"data","L","L","LVLS"
6,507,6,26.9989081343297,1,"data","L","L","LVLS"
6,507,7,26.9989081343297,0,"data","L","L","LVLS"
6,507,8,26.9989081343297,1,"data","L","L","LVLS"
6,507,9,32.3986897611931,0,"data","L","L","LVLS"
6,507,10,32.3986897611931,1,"data","L","L","LVLS"
6,507,11,32.3986897611931,0,"data","L","L","LVLS"
6,507,12,26.9989081343297,1,"data","L","L","LVLS"
6,507,13,26.9989081343297,0,"data","L","L","LVLS"
6,507,14,32.3986897611931,1,"data","L","L","LVLS"
6,507,15,32.3986897611931,0,"data","L","L","LVLS"
6,507,16,32.3986897611931,1,"data","L","L","LVLS"
6,507,17,26.9989081343297,0,"data","L","L","LVLS"
6,507,18,32.3986897611931,1,"data","L","L","LVLS"
6,507,19,26.9989081343297,0,"data","L","L","LVLS"
6,507,20,32.3986897611931,1,"data","L","L","LVLS"
6,507,21,26.9989081343297,0,"data","L","L","LVLS"
6,507,22,26.9989081343297,1,"data","L","L","LVLS"
6,507,23,26.9989081343297,0,"data","L","L","LVLS"
6,507,24,32.3986897611931,1,"data","L","L","LVLS"
6,507,25,32.3986897611931,0,"data","L","L","LVLS"
6,507,26,48.5980346417831,1,"data","L","L","LVLS"
6,507,27,48.5980346417831,0,"data","L","L","LVLS"
6,507,28,48.5980346417831,1,"data","L","L","LVLS"
6,507,29,48.5980346417831,0,"data","L","L","LVLS"
6,507,30,53.9978162686464,1,"data","L","L","LVLS"
6,507,31,48.5980346417831,0,"data","L","L","LVLS"
6,507,32,53.9978162686464,1,"data","L","L","LVLS"
6,507,33,48.5980346417831,0,"data","L","L","LVLS"
6,507,34,48.5980346417831,1,"data","L","L","LVLS"
6,507,35,53.9978162686464,0,"data","L","L","LVLS"
6,507,36,53.9978162686464,1,"data","L","L","LVLS"
6,507,37,48.5980346417831,0,"data","L","L","LVLS"
6,507,38,53.9978162686464,1,"data","L","L","LVLS"
6,507,39,48.5980346417831,0,"data","L","L","LVLS"
6,507,40,53.9978162686464,1,"data","L","L","LVLS"
6,507,41,48.5980346417831,0,"data","L","L","LVLS"
6,507,42,48.5980346417831,1,"data","L","L","LVLS"
6,507,43,53.9978162686464,0,"data","L","L","LVLS"
6,507,44,48.5980346417831,1,"data","L","L","LVLS"
6,507,45,48.5980346417831,0,"data","L","L","LVLS"
6,507,46,53.9978162686464,1,"data","L","L","LVLS"
6,507,47,53.9978162686464,0,"data","L","L","LVLS"
6,507,48,53.9978162686464,1,"data","L","L","LVLS"
6,507,49,48.5980346417831,0,"data","L","L","LVLS"
6,507,50,48.5980346417831,1,"data","L","L","LVLS"
6,507,51,10.7995632537397,0,"data","L","L","LVLS"
6,507,52,16.1993448806031,1,"data","L","L","LVLS"
6,507,53,16.1993448806031,0,"data","L","L","LVLS"
6,507,54,10.7995632537397,1,"data","L","L","LVLS"
6,507,55,10.7995632537397,0,"data","L","L","LVLS"
6,507,56,16.1993448806031,1,"data","L","L","LVLS"
6,507,57,16.1993448806031,0,"data","L","L","LVLS"
6,507,58,10.7995632537397,1,"data","L","L","LVLS"
6,507,59,10.7995632537397,0,"data","L","L","LVLS"
6,507,60,16.1993448806031,1,"data","L","L","LVLS"
6,507,61,16.1993448806031,0,"data","L","L","LVLS"
6,507,62,10.7995632537397,1,"data","L","L","LVLS"
6,507,63,10.7995632537397,0,"data","L","L","LVLS"
6,507,64,10.7995632537397,1,"data","L","L","LVLS"
6,507,65,16.1993448806031,0,"data","L","L","LVLS"
6,507,66,16.1993448806031,1,"data","L","L","LVLS"
6,507,67,16.1993448806031,0,"data","L","L","LVLS"
6,507,68,10.7995632537397,1,"data","L","L","LVLS"
6,507,69,16.1993448806031,0,"data","L","L","LVLS"
6,507,70,16.1993448806031,1,"data","L","L","LVLS"
6,507,71,16.1993448806031,0,"data","L","L","LVLS"
6,507,72,10.7995632537397,1,"data","L","L","LVLS"
6,507,73,16.1993448806031,0,"data","L","L","LVLS"
6,507,74,10.7995632537397,1,"data","L","L","LVLS"
6,507,75,10.7995632537397,0,"data","L","L","LVLS"
6,507,76,43.1982530149197,1,"data","L","L","LVLS"
6,507,77,43.1982530149197,0,"data","L","L","LVLS"
6,507,78,37.7984713880564,1,"data","L","L","LVLS"
6,507,79,43.1982530149197,0,"data","L","L","LVLS"
6,507,80,37.7984713880564,1,"data","L","L","LVLS"
7,601,1,23.162955465587,1,"data","L","L","LVLS"
